isperson,iscycle,iscar,istruck,xmin,ymin,xmax,ymax,zloc,imageName
1,0,0,0,168,256,196,361,0.11836957701347775,simpleframe1634173782157
1,0,0,0,142,258,176,377,0.09564223150916058,simpleframe1634173782157
1,0,0,0,356,249,369,294,0.2502485341080625,simpleframe1634173782157
1,0,0,0,163,256,187,364,0.11571305708189311,simpleframe1634173787339
1,0,0,0,177,257,209,369,0.10149503155301982,simpleframe1634173787339
1,0,0,0,458,259,492,418,0.1021190830068665,simpleframe1634173787339
1,0,0,0,118,258,158,383,0.09747968486709661,simpleframe1634173787339
1,0,0,0,335,249,345,285,0.2976058179054827,simpleframe1634173787339
1,0,0,0,252,255,276,353,0.12194407079669307,simpleframe1634173792556
1,0,0,0,144,257,177,376,0.1072721127476126,simpleframe1634173792556
1,0,0,0,168,255,193,347,0.1308866155077732,simpleframe1634173792556
1,0,0,0,321,257,349,374,0.0981074802283752,simpleframe1634173792556
1,0,0,0,100,257,136,385,0.10826541633118848,simpleframe1634173792556
1,0,0,0,330,255,356,346,0.13482468086641947,simpleframe1634173797852
1,0,0,0,127,257,157,381,0.10510724514053595,simpleframe1634173797852
1,0,0,0,164,255,189,348,0.12990650390618005,simpleframe1634173797852
1,0,0,0,212,257,242,366,0.10320731064522665,simpleframe1634173797852
1,0,0,0,90,257,126,375,0.11430920539371525,simpleframe1634173797852
1,0,0,0,351,249,362,289,0.27637551893080786,simpleframe1634173797852
1,0,0,0,410,255,441,349,0.14443917628678915,simpleframe1634173803165
1,0,0,0,118,257,155,383,0.10354548747897035,simpleframe1634173803165
1,0,0,0,161,255,187,349,0.12937644408513335,simpleframe1634173803165
1,0,0,0,171,256,202,370,0.10903429446632051,simpleframe1634173803165
1,0,0,0,90,256,125,373,0.11608600021609229,simpleframe1634173803165
1,0,0,0,374,249,389,299,0.23340751079278724,simpleframe1634173803165
1,0,0,0,419,248,443,324,0.17513213739060363,simpleframe1634173808473
1,0,0,0,113,257,150,385,0.1046353532811581,simpleframe1634173808473
1,0,0,0,153,256,185,368,0.11367929372039459,simpleframe1634173808473
1,0,0,0,85,256,121,373,0.11689961114358577,simpleframe1634173808473
1,0,0,0,401,249,421,313,0.1960331911617185,simpleframe1634173808473
1,0,0,0,401,249,422,316,0.2055570827386946,simpleframe1634173813862
1,0,0,0,65,260,119,401,0.10539309408088388,simpleframe1634173813862
1,0,0,0,147,257,178,369,0.13132296434347782,simpleframe1634173813862
1,0,0,0,118,258,157,383,0.1175481007566126,simpleframe1634173813862
1,0,0,0,38,259,88,411,0.11679163111038383,simpleframe1634173813862
1,0,0,0,437,249,463,325,0.1956810068397372,simpleframe1634173813862
1,0,0,0,62,253,82,313,0.2638429108909508,simpleframe1634173973201
1,0,0,0,166,252,180,309,0.2538709759418734,simpleframe1634173973201
1,0,0,0,188,252,201,298,0.2537846323119123,simpleframe1634174033670
1,0,0,0,220,252,230,299,0.22728078112523584,simpleframe1634174038199
1,0,0,0,30,252,45,297,0.2961639937672258,simpleframe1634174042729
1,0,0,0,256,252,266,299,0.22498138349009786,simpleframe1634174042729
1,0,0,0,75,252,88,294,0.28848867553279617,simpleframe1634174047251
1,0,0,0,296,252,307,300,0.22674692629413495,simpleframe1634174047251
1,0,0,0,119,252,131,294,0.27133711958591505,simpleframe1634174051718
1,0,0,0,332,252,345,299,0.2358138391732309,simpleframe1634174051718
1,0,0,0,165,252,176,293,0.26081025756381215,simpleframe1634174056260
1,0,0,0,377,249,389,299,0.2341557206991571,simpleframe1634174056260
1,0,0,0,206,252,215,293,0.2565332154472289,simpleframe1634174060797
1,0,0,0,424,249,440,296,0.22822319042804173,simpleframe1634174060797
1,0,0,0,246,252,255,292,0.2573647209483972,simpleframe1634174065183
1,0,0,0,486,249,488,312,0.2219094902127037,simpleframe1634174065183
1,0,0,0,286,252,296,291,0.26359189762371293,simpleframe1634174069635
1,0,0,0,324,252,334,291,0.2727382712754824,simpleframe1634174074040
1,0,0,0,363,249,374,289,0.2797941622437401,simpleframe1634174078470
1,0,0,0,399,249,414,293,0.2684837733740719,simpleframe1634174409747
1,0,0,0,433,249,448,292,0.29472644901142764,simpleframe1634174409747
1,0,0,0,434,249,453,304,0.2329021419277484,simpleframe1634174415331
1,0,0,0,463,249,482,301,0.25999708107240227,simpleframe1634174415331
1,0,0,0,438,249,453,291,0.2999978161716935,simpleframe1634174437971
1,0,0,0,448,249,468,305,0.23795161566490183,simpleframe1634174478376
1,0,0,0,418,249,432,294,0.2766408399705302,simpleframe1634174483686
1,0,0,0,392,249,405,286,0.2881976861901227,simpleframe1634174489048
1,0,0,0,427,249,445,301,0.2442767667944797,simpleframe1634174494460
1,0,0,0,475,248,490,319,0.20349722937692874,simpleframe1634174499827
1,0,0,0,462,266,484,309,0.22856244948973464,simpleframe1634174516154
1,0,0,0,411,249,421,291,0.28649091329774895,simpleframe1634174521553
1,0,0,0,439,249,457,301,0.2478758213623732,simpleframe1634174527054
1,0,0,0,471,249,489,298,0.27898407040134554,simpleframe1634174527054
1,0,0,0,460,249,477,295,0.288766164587297,simpleframe1634174570278
1,0,0,0,423,266,444,294,0.27864244257813614,simpleframe1634174580993
1,0,0,0,467,271,496,306,0.243891302644384,simpleframe1634174586226
1,0,0,0,470,249,491,304,0.2505067728769596,simpleframe1634174602267
1,0,0,0,425,249,440,292,0.2877977259968635,simpleframe1634174607482
1,0,0,0,449,249,465,293,0.29240298971587836,simpleframe1634174617956
1,0,0,0,441,249,458,296,0.2830755827409195,simpleframe1634174650170
1,0,0,0,451,249,470,302,0.2518288673936367,simpleframe1634174666110
1,0,0,0,404,249,418,291,0.2847013086711912,simpleframe1634174671384
1,0,0,0,401,249,415,291,0.28806096968365036,simpleframe1634174687230
1,0,0,0,438,249,456,299,0.2599421166847466,simpleframe1634174692380
1,0,0,0,419,249,434,293,0.28425654088518665,simpleframe1634174702673
1,0,0,0,460,249,480,301,0.2588358788657792,simpleframe1634174708035
1,0,0,0,459,258,481,324,0.26514910332210184,simpleframe1634187338093
1,0,0,0,178,256,191,309,0.20774680012198427,simpleframe1634187560981
1,0,0,0,239,257,251,310,0.19891183745182073,simpleframe1634187569624
1,0,0,0,306,261,328,360,0.19571561384588396,simpleframe1634187578333
1,0,0,0,422,264,454,381,0.12474234188457814,simpleframe1634187587051
1,0,0,0,464,249,483,302,0.2559116994433441,simpleframe1634217390203
1,0,0,0,398,249,412,290,0.28973853376928443,simpleframe1634217398778
1,0,0,0,446,249,466,304,0.23918877860120005,simpleframe1634217416247
1,0,0,0,431,247,450,300,0.27521266288030455,simpleframe1634217424931
1,0,0,0,385,249,399,291,0.2740452230818344,simpleframe1634217433684
1,0,0,0,405,249,420,293,0.27245474279438064,simpleframe1634217451500
1,0,0,0,453,248,474,304,0.24104312451621837,simpleframe1634217460513
1,0,0,0,479,249,498,297,0.2868292958711654,simpleframe1634217487039
1,0,0,0,234,252,244,297,0.29117186963554276,simpleframe1634217532185
1,0,0,0,350,252,363,295,0.2607638947170533,simpleframe1634217541082
1,0,0,0,157,252,168,295,0.25435227489907536,simpleframe1634217541082
1,0,0,0,284,252,295,295,0.2443319892879959,simpleframe1634217541082
1,0,0,0,6,249,26,301,0.26415061951774577,simpleframe1634217541082
1,0,0,0,329,252,340,295,0.2535202994948149,simpleframe1634217550003
1,0,0,0,98,249,110,284,0.2657553897240326,simpleframe1634217550003
1,0,0,0,315,252,326,296,0.24592228104712668,simpleframe1634217550003
1,0,0,0,74,249,91,283,0.23513073859870443,simpleframe1634217550003
1,0,0,0,305,254,317,302,0.24777147504014937,simpleframe1634217558924
1,0,0,0,39,250,58,296,0.2766114247785414,simpleframe1634217558924
1,0,0,0,372,250,387,301,0.2512901049245276,simpleframe1634217558924
1,0,0,0,129,254,144,312,0.22410089225880778,simpleframe1634217558924
1,0,0,0,270,252,285,300,0.21505740250303543,simpleframe1634217567698
1,0,0,0,155,252,172,332,0.1981262416624719,simpleframe1634217567698
1,0,0,0,238,254,252,285,0.16226687228695952,simpleframe1634217576385
1,0,0,0,188,254,208,325,0.15924008866488598,simpleframe1634217576385
1,0,0,0,236,254,252,285,0.1626841993579667,simpleframe1634217584986
1,0,0,0,204,254,219,323,0.1610328332378356,simpleframe1634217584986
1,0,0,0,455,248,480,315,0.2077883920806883,simpleframe1634217584986
1,0,0,0,247,254,266,285,0.16309108878404058,simpleframe1634217593533
1,0,0,0,222,254,238,301,0.16025291326666452,simpleframe1634217593533
1,0,0,0,384,254,405,321,0.18329019165524504,simpleframe1634217593533
1,0,0,0,468,249,486,295,0.29062749975922664,simpleframe1634217593533
1,0,0,0,305,254,321,329,0.15430005893629448,simpleframe1634217602058
1,0,0,0,378,254,394,323,0.1784634191230756,simpleframe1634217602058
1,0,0,0,335,254,354,322,0.17082288714013505,simpleframe1634217610558
1,0,0,0,415,255,439,342,0.15479423809573442,simpleframe1634217610558
1,0,0,0,362,254,383,323,0.17407961203338781,simpleframe1634217610558
1,0,0,0,351,256,380,353,0.16879967470298626,simpleframe1634217619001
1,0,0,0,384,256,415,355,0.17034467277553655,simpleframe1634217619001
1,0,0,0,355,280,385,327,0.2630470331107578,simpleframe1634217971056
1,0,0,0,249,289,283,352,0.18063813586803956,simpleframe1634217981375
1,0,0,0,328,254,349,327,0.21498707127375613,simpleframe1634217981375
1,0,0,0,165,283,195,334,0.15026143320380023,simpleframe1634217991482
1,0,0,0,325,254,342,328,0.16135497133813853,simpleframe1634217991482
1,0,0,0,212,257,241,397,0.15544363156172966,simpleframe1634218001435
1,0,0,0,203,257,239,394,0.09584541454565308,simpleframe1634218011175
1,0,0,0,72,256,109,372,0.12012836168300693,simpleframe1634218020986
1,0,0,0,328,254,350,331,0.21703261251311512,simpleframe1634218133115
1,0,0,0,437,256,469,345,0.17738480120443062,simpleframe1634218141863
1,0,0,0,61,252,76,295,0.28905507206411846,simpleframe1634218236853
1,0,0,0,94,252,108,296,0.2712571227159639,simpleframe1634218245424
1,0,0,0,144,249,153,289,0.25684947037112776,simpleframe1634218253953
1,0,0,0,201,249,212,293,0.2378510721561248,simpleframe1634218262676
1,0,0,0,260,252,269,297,0.23405730336913508,simpleframe1634218271432
1,0,0,0,323,252,334,296,0.24544118378613336,simpleframe1634218280507
1,0,0,0,77,252,92,296,0.2781816602257518,simpleframe1634218280507
1,0,0,0,389,252,402,298,0.25877636233876283,simpleframe1634218289516
1,0,0,0,453,253,470,303,0.2782380443317321,simpleframe1634218298324
1,0,0,0,177,250,190,296,0.2446260790207908,simpleframe1634218298324
1,0,0,0,190,280,212,325,0.25067578368361504,simpleframe1634218307205
1,0,0,0,220,253,241,336,0.23515067536158177,simpleframe1634218307205
1,0,0,0,269,286,292,340,0.1506978743073222,simpleframe1634218315801
1,0,0,0,327,255,352,342,0.15258679579212678,simpleframe1634218315801
1,0,0,0,376,288,411,345,0.14971484681507463,simpleframe1634218324483
1,0,0,0,429,254,458,338,0.17038835471197214,simpleframe1634218324483
1,0,0,0,450,249,472,322,0.2781356139728151,simpleframe1634218374074
1,0,0,0,460,256,496,355,0.20209663354498691,simpleframe1634218632694
1,0,0,0,313,256,336,345,0.1922757681966308,simpleframe1634218632694
1,0,0,0,244,256,269,357,0.12470564185689932,simpleframe1634218640568
1,0,0,0,140,258,177,399,0.1207679933460809,simpleframe1634218648507
1,0,0,0,13,258,62,399,0.10896749330496906,simpleframe1634218656315
1,0,0,0,73,254,92,324,0.2848738091899828,simpleframe1634218863546
1,0,0,0,142,255,168,355,0.18006323140726163,simpleframe1634218875454
1,0,0,0,168,259,202,424,0.13098750110933005,simpleframe1634218887333
1,0,0,0,161,258,194,406,0.09229605087326156,simpleframe1634218899533
1,0,0,0,158,257,189,395,0.09741352833290379,simpleframe1634218911818
1,0,0,0,28,251,71,381,0.11518023416335917,simpleframe1634218924204
1,0,0,0,150,257,185,383,0.10384755563774396,simpleframe1634218924204
1,0,0,0,97,257,130,381,0.11034285011905597,simpleframe1634218936472
1,0,0,0,153,257,188,389,0.10011377713322711,simpleframe1634218936472
1,0,0,0,129,256,157,379,0.10933714590954258,simpleframe1634218948892
1,0,0,0,158,257,194,398,0.09632695562411696,simpleframe1634218948892
1,0,0,0,141,256,170,379,0.10816562211538114,simpleframe1634218960908
1,0,0,0,163,258,195,403,0.09291263107368503,simpleframe1634218960908
1,0,0,0,146,256,175,377,0.10847993359994526,simpleframe1634218973134
1,0,0,0,166,258,206,413,0.08931009966309489,simpleframe1634218973134
1,0,0,0,104,258,147,405,0.09546767959404719,simpleframe1634218985359
1,0,0,0,469,248,487,297,0.2781230961602908,simpleframe1634220121275
1,0,0,0,379,254,404,340,0.15756657946012212,simpleframe1634220307100
1,0,0,0,433,254,458,331,0.18496901148509778,simpleframe1634220307100
1,0,0,0,241,249,264,333,0.18461116615184878,simpleframe1634220315433
1,0,0,0,301,249,321,323,0.2014228193099937,simpleframe1634220315433
1,0,0,0,115,248,129,294,0.29499647045894145,simpleframe1634220315433
1,0,0,0,93,256,123,374,0.1687322095049505,simpleframe1634220323436
1,0,0,0,152,256,182,359,0.1750085103737396,simpleframe1634220323436
1,0,0,0,444,248,468,317,0.19592991312440458,simpleframe1634220368443
1,0,0,0,377,248,394,308,0.2011047460539267,simpleframe1634220375672
1,0,0,0,321,253,333,308,0.200935142547613,simpleframe1634220382881
1,0,0,0,271,252,282,306,0.20101173635529393,simpleframe1634220390067
1,0,0,0,225,252,236,306,0.20095173698585025,simpleframe1634220397215
1,0,0,0,190,253,202,307,0.20097933469525284,simpleframe1634220404311
1,0,0,0,173,252,188,305,0.2092294560900923,simpleframe1634220411565
1,0,0,0,168,252,180,302,0.2219685801258355,simpleframe1634220418686
1,0,0,0,165,252,176,300,0.22901283721380175,simpleframe1634220425803
1,0,0,0,163,252,175,300,0.23022891778772514,simpleframe1634220432905
1,0,0,0,160,252,173,300,0.2307487820675697,simpleframe1634220440014
1,0,0,0,159,252,171,300,0.23098219249835167,simpleframe1634220447164
1,0,0,0,157,252,170,300,0.23112940586568848,simpleframe1634220454422
1,0,0,0,165,253,176,304,0.22920926679201808,simpleframe1634220461679
1,0,0,0,87,253,127,389,0.21199607977560408,simpleframe1634220468876
1,0,0,0,203,256,230,388,0.09740643843233908,simpleframe1634220475949
1,0,0,0,325,256,359,383,0.10367767941444107,simpleframe1634220483027
1,0,0,0,439,256,483,386,0.11764606247955528,simpleframe1634220490237
1,0,0,0,445,248,462,295,0.2825786564198728,simpleframe1634220650231
1,0,0,0,82,252,96,265,0.2931727373731344,simpleframe1634220706570
1,0,0,0,84,252,94,265,0.29418074166877756,simpleframe1634220712717
1,0,0,0,82,252,95,265,0.2943450070895868,simpleframe1634220718745
1,0,0,0,69,252,84,267,0.2810799613991888,simpleframe1634220730819
1,0,0,0,73,252,86,267,0.2809475774924659,simpleframe1634220748990
1,0,0,0,73,252,86,267,0.28235348427401613,simpleframe1634220755083
1,0,0,0,73,252,86,267,0.2824012495442812,simpleframe1634220761146
1,0,0,0,70,252,83,267,0.28180588804677426,simpleframe1634220767150
1,0,0,0,59,252,73,267,0.29124014814502297,simpleframe1634220773160
1,0,0,0,492,248,499,317,0.20650970727029083,simpleframe1634220791155
1,0,0,0,423,248,442,305,0.22597537459641853,simpleframe1634220797215
1,0,0,0,387,248,402,295,0.2553213037997264,simpleframe1634220803191
1,0,0,0,351,248,361,292,0.25687034841640377,simpleframe1634220809128
1,0,0,0,320,252,329,294,0.2554346556057927,simpleframe1634220815101
1,0,0,0,296,252,305,293,0.2550889090322532,simpleframe1634220821062
1,0,0,0,276,252,285,292,0.2568220488333084,simpleframe1634220827007
1,0,0,0,261,252,271,291,0.2607622888638439,simpleframe1634220832996
1,0,0,0,242,252,251,291,0.2610085884052937,simpleframe1634220839027
1,0,0,0,230,253,239,295,0.26112842439574463,simpleframe1634220844962
1,0,0,0,185,253,206,328,0.2527294338499255,simpleframe1634220850881
1,0,0,0,131,257,166,388,0.16039839476904838,simpleframe1634220856756
1,0,0,0,433,252,457,331,0.2679064310720476,simpleframe1634220868635
1,0,0,0,366,253,382,317,0.22537769330959836,simpleframe1634220875588
1,0,0,0,459,252,499,381,0.17792503722760675,simpleframe1634220882697
1,0,0,0,475,249,495,327,0.2260670581808807,simpleframe1634221087023
1,0,0,0,365,252,376,293,0.2733038784827022,simpleframe1634221092584
1,0,0,0,331,253,343,298,0.2706432441779848,simpleframe1634221098076
1,0,0,0,189,254,210,329,0.24098502172557854,simpleframe1634221103173
1,0,0,0,72,252,86,282,0.2915209700270939,simpleframe1634221602798
1,0,0,0,296,252,307,290,0.27139530789838073,simpleframe1634221602798
1,0,0,0,312,252,322,289,0.28624150747352956,simpleframe1634221602798
1,0,0,0,297,252,305,292,0.26350408432421957,simpleframe1634221608626
1,0,0,0,302,252,313,290,0.27683122847611874,simpleframe1634221608626
1,0,0,0,301,252,310,293,0.25816939031819985,simpleframe1634221614464
1,0,0,0,294,252,305,291,0.26932917190814254,simpleframe1634221614464
1,0,0,0,316,252,326,289,0.2867628439361538,simpleframe1634221620321
1,0,0,0,302,252,312,293,0.2569994461317773,simpleframe1634221620321
1,0,0,0,291,252,301,291,0.2650879884190545,simpleframe1634221620321
1,0,0,0,307,252,318,289,0.27931033860368154,simpleframe1634221626275
1,0,0,0,301,252,310,293,0.2567729127687317,simpleframe1634221626275
1,0,0,0,289,252,299,291,0.2645318330095879,simpleframe1634221626275
1,0,0,0,318,252,328,287,0.294858076178935,simpleframe1634221632182
1,0,0,0,301,252,311,293,0.25654995715427265,simpleframe1634221632182
1,0,0,0,289,252,299,291,0.26337589955439816,simpleframe1634221632182
1,0,0,0,310,252,321,288,0.2878844029517551,simpleframe1634221638167
1,0,0,0,299,252,310,290,0.27145599380127544,simpleframe1634221638167
1,0,0,0,332,252,343,294,0.259638327149451,simpleframe1634221638167
1,0,0,0,313,252,323,292,0.263937404647893,simpleframe1634221638167
1,0,0,0,303,252,314,290,0.27800244153519865,simpleframe1634221644149
1,0,0,0,297,252,307,292,0.2638570329988522,simpleframe1634221644149
1,0,0,0,319,252,330,287,0.29772696399807197,simpleframe1634221644149
1,0,0,0,368,248,380,292,0.26180540295530463,simpleframe1634221644149
1,0,0,0,345,249,356,288,0.27567321268088846,simpleframe1634221644149
1,0,0,0,298,252,309,291,0.2689483215674883,simpleframe1634221650089
1,0,0,0,287,252,296,291,0.2619664354781508,simpleframe1634221650089
1,0,0,0,309,252,320,289,0.28569428251656587,simpleframe1634221650089
1,0,0,0,402,248,419,299,0.24022219874532497,simpleframe1634221650089
1,0,0,0,374,249,386,288,0.29020369192358436,simpleframe1634221650089
1,0,0,0,300,252,308,292,0.26164404293297183,simpleframe1634221656110
1,0,0,0,285,252,296,292,0.2624815060341748,simpleframe1634221656110
1,0,0,0,303,252,313,289,0.27803801681203283,simpleframe1634221656110
1,0,0,0,450,248,472,310,0.2191294212074987,simpleframe1634221656110
1,0,0,0,301,252,312,293,0.2568466007955342,simpleframe1634221662165
1,0,0,0,287,252,298,292,0.26218509859016026,simpleframe1634221662165
1,0,0,0,304,252,316,294,0.253477083409314,simpleframe1634221668052
1,0,0,0,310,252,321,288,0.29155302659227456,simpleframe1634221668052
1,0,0,0,291,252,302,292,0.26117480422127437,simpleframe1634221668052
1,0,0,0,300,252,311,289,0.2723737121336017,simpleframe1634221668052
1,0,0,0,311,252,322,294,0.2562323316547505,simpleframe1634221673887
1,0,0,0,306,252,317,289,0.28477680689685564,simpleframe1634221673887
1,0,0,0,298,252,308,291,0.264499595874046,simpleframe1634221673887
1,0,0,0,338,249,350,288,0.2763442527540599,simpleframe1634221679671
1,0,0,0,298,252,309,290,0.2748129337315841,simpleframe1634221679671
1,0,0,0,325,252,336,291,0.2727465238902101,simpleframe1634221679671
1,0,0,0,332,252,342,289,0.2901545359204388,simpleframe1634221679671
1,0,0,0,479,267,496,315,0.21494537448687587,simpleframe1634221679671
1,0,0,0,360,249,371,286,0.2999330131643779,simpleframe1634221685459
1,0,0,0,293,252,304,291,0.268818805734326,simpleframe1634221685459
1,0,0,0,364,249,376,288,0.28747016476621207,simpleframe1634221685459
1,0,0,0,414,263,432,301,0.23623585148496995,simpleframe1634221685459
1,0,0,0,290,252,301,291,0.26516562500717716,simpleframe1634221691218
1,0,0,0,375,261,388,292,0.2634474763433239,simpleframe1634221691218
1,0,0,0,290,252,300,291,0.26469201332989484,simpleframe1634221696924
1,0,0,0,336,264,346,294,0.2587828424013743,simpleframe1634221696924
1,0,0,0,367,249,379,287,0.2965275271987287,simpleframe1634221702567
1,0,0,0,291,252,300,291,0.2649515023723065,simpleframe1634221702567
1,0,0,0,319,264,328,294,0.2569418357994311,simpleframe1634221702567
1,0,0,0,333,251,344,289,0.2805301465850097,simpleframe1634221708295
1,0,0,0,289,252,298,291,0.2639976138911821,simpleframe1634221708295
1,0,0,0,309,264,318,293,0.2562439214586193,simpleframe1634221708295
1,0,0,0,316,252,326,290,0.27525784712647927,simpleframe1634221713954
1,0,0,0,288,252,298,291,0.26365885225845187,simpleframe1634221713954
1,0,0,0,305,264,314,293,0.25604273864206667,simpleframe1634221713954
1,0,0,0,307,252,316,290,0.2735576597807768,simpleframe1634221719626
1,0,0,0,288,252,299,291,0.2635862656599504,simpleframe1634221719626
1,0,0,0,303,264,312,293,0.2559730741201562,simpleframe1634221719626
1,0,0,0,302,252,311,290,0.2726745969874481,simpleframe1634221725279
1,0,0,0,286,252,298,291,0.26405044241543896,simpleframe1634221725279
1,0,0,0,301,264,310,293,0.25603432145201527,simpleframe1634221725279
1,0,0,0,296,252,305,290,0.27481729214257333,simpleframe1634221730932
1,0,0,0,286,252,294,291,0.26529790155358884,simpleframe1634221730932
1,0,0,0,337,261,348,291,0.26259007403704115,simpleframe1634221730932
1,0,0,0,294,252,304,289,0.27693487687123336,simpleframe1634221736614
1,0,0,0,284,252,294,291,0.2668353536144344,simpleframe1634221736614
1,0,0,0,381,262,396,295,0.252714552915849,simpleframe1634221736614
1,0,0,0,317,252,326,291,0.2740332928294577,simpleframe1634221742256
1,0,0,0,286,252,295,290,0.2712686355536852,simpleframe1634221742256
1,0,0,0,434,265,455,307,0.22350197398708535,simpleframe1634221742256
1,0,0,0,357,249,368,291,0.2674276372170676,simpleframe1634221747916
1,0,0,0,283,252,294,290,0.2711025887983226,simpleframe1634221747916
1,0,0,0,403,248,420,300,0.23828720283705654,simpleframe1634221753819
1,0,0,0,292,252,303,290,0.27300310991658305,simpleframe1634221753819
1,0,0,0,468,248,492,315,0.21186068278468442,simpleframe1634221759466
1,0,0,0,316,252,326,290,0.27966419547653343,simpleframe1634221759466
1,0,0,0,341,249,352,286,0.2901223942332326,simpleframe1634221765133
1,0,0,0,431,248,450,303,0.23781757690362437,simpleframe1634221804495
1,0,0,0,390,248,405,294,0.2627252422860949,simpleframe1634221810066
1,0,0,0,348,249,360,291,0.260028589269617,simpleframe1634221815648
1,0,0,0,322,252,331,294,0.25761500281599203,simpleframe1634221821151
1,0,0,0,298,252,307,292,0.2615189653672695,simpleframe1634221826656
1,0,0,0,286,252,297,291,0.26542776342847413,simpleframe1634221832166
1,0,0,0,285,252,296,290,0.2693291106669189,simpleframe1634221837639
1,0,0,0,283,252,293,290,0.26975975654303347,simpleframe1634221843034
1,0,0,0,471,248,495,314,0.21564106680612358,simpleframe1634221843034
1,0,0,0,281,252,292,290,0.2695529061603641,simpleframe1634221848540
1,0,0,0,412,248,429,301,0.23848300761324637,simpleframe1634221848540
1,0,0,0,279,252,290,290,0.26938250498117006,simpleframe1634221853974
1,0,0,0,380,248,394,293,0.2649568565134696,simpleframe1634221853974
1,0,0,0,277,252,288,290,0.2691969589638091,simpleframe1634221859448
1,0,0,0,346,249,357,291,0.2610465194028097,simpleframe1634221859448
1,0,0,0,278,252,288,290,0.2689572233374155,simpleframe1634221864910
1,0,0,0,320,252,329,293,0.25844731469066934,simpleframe1634221864910
1,0,0,0,298,252,308,292,0.261808759583456,simpleframe1634221870476
1,0,0,0,331,252,341,289,0.28484798309426845,simpleframe1634221875944
1,0,0,0,287,252,297,291,0.2654834184508184,simpleframe1634221875944
1,0,0,0,366,249,378,286,0.29935550007702466,simpleframe1634221881403
1,0,0,0,285,252,296,290,0.2695882137221459,simpleframe1634221881403
1,0,0,0,282,252,293,290,0.2699354938231848,simpleframe1634221886898
1,0,0,0,424,248,443,304,0.23173023645047902,simpleframe1634221892447
1,0,0,0,284,252,293,290,0.27078409817148313,simpleframe1634221892447
1,0,0,0,386,248,400,293,0.26280396624829827,simpleframe1634221897895
1,0,0,0,309,252,320,289,0.2813338549136271,simpleframe1634221897895
1,0,0,0,298,252,308,288,0.28418126391027476,simpleframe1634221903397
1,0,0,0,346,249,358,291,0.259162923236558,simpleframe1634221903397
1,0,0,0,333,250,344,286,0.2968711092591858,simpleframe1634221903397
1,0,0,0,287,252,297,289,0.27495934060267596,simpleframe1634221908937
1,0,0,0,321,252,330,294,0.2569810894435961,simpleframe1634221908937
1,0,0,0,281,252,292,290,0.2713064576466536,simpleframe1634221914518
1,0,0,0,304,252,314,293,0.25863811348754107,simpleframe1634221914518
1,0,0,0,281,252,291,290,0.2708337672172634,simpleframe1634221919974
1,0,0,0,298,252,307,292,0.2601830217516114,simpleframe1634221919974
1,0,0,0,280,252,290,290,0.2701361502286432,simpleframe1634221925399
1,0,0,0,295,252,305,292,0.2608264233972978,simpleframe1634221925399
1,0,0,0,279,252,288,290,0.27223365669387706,simpleframe1634221930821
1,0,0,0,298,252,309,292,0.26285577819936046,simpleframe1634221930821
1,0,0,0,279,252,289,290,0.2727647735801011,simpleframe1634221936230
1,0,0,0,307,252,317,287,0.2923039094458313,simpleframe1634221936230
1,0,0,0,338,249,348,290,0.2652538819804416,simpleframe1634221936230
1,0,0,0,279,252,289,290,0.2727819428989645,simpleframe1634221941660
1,0,0,0,298,252,308,288,0.28686270882083875,simpleframe1634221941660
1,0,0,0,381,248,395,295,0.2540266565440449,simpleframe1634221941660
1,0,0,0,309,252,318,291,0.26987579101926856,simpleframe1634221947080
1,0,0,0,288,252,298,289,0.2809909978163172,simpleframe1634221947080
1,0,0,0,434,248,454,306,0.22647024231934146,simpleframe1634221947080
1,0,0,0,348,249,357,290,0.26853816085429477,simpleframe1634221952501
1,0,0,0,282,252,292,289,0.2771963529706861,simpleframe1634221952501
1,0,0,0,392,248,407,297,0.2456986472864607,simpleframe1634221957878
1,0,0,0,280,252,288,289,0.27586537428869023,simpleframe1634221957878
1,0,0,0,457,248,480,312,0.21471898217585142,simpleframe1634221963282
1,0,0,0,279,252,289,289,0.2761453796674925,simpleframe1634221963282
1,0,0,0,284,252,294,289,0.27777292308638135,simpleframe1634221968590
1,0,0,0,318,252,328,288,0.2869989450196144,simpleframe1634221973925
1,0,0,0,306,252,317,287,0.29322523503962045,simpleframe1634221979260
1,0,0,0,294,252,305,288,0.2836714710810254,simpleframe1634221984673
1,0,0,0,79,253,94,301,0.28558905665316775,simpleframe1634221990017
1,0,0,0,292,253,304,296,0.27758357648520576,simpleframe1634221990017
1,0,0,0,36,254,61,324,0.23674331771695878,simpleframe1634221995406
1,0,0,0,44,253,66,322,0.19548563928305243,simpleframe1634222000695
1,0,0,0,75,253,98,324,0.18029953844079183,simpleframe1634222000695
1,0,0,0,74,253,97,324,0.18121373946125494,simpleframe1634222005980
1,0,0,0,109,253,127,323,0.17559179713120787,simpleframe1634222005980
1,0,0,0,95,253,117,324,0.17548204731632921,simpleframe1634222011276
1,0,0,0,437,249,449,291,0.2974572903352695,simpleframe1634222011276
1,0,0,0,129,253,145,321,0.17501710792463895,simpleframe1634222011276
1,0,0,0,110,253,131,324,0.17184248960683676,simpleframe1634222016607
1,0,0,0,424,248,441,297,0.2599176761278877,simpleframe1634222016607
1,0,0,0,140,253,157,320,0.17542108917309157,simpleframe1634222016607
